Dates,Axis,BOB,BOI,CBI,City Union,DCB,Federal,HDFC,ICICI,Kotak,PNB,RBL,SBI,UCO,Union Bank,Yes Bank,Bajaj Finance,Bajaj Finserv,BF investment,Cholmandalam Finance Holding,edelweiss,IDFC,HDFC fin,KILC,LT,Motilal Oswal,Reliance Capital,SBI.1,Shriram Finance,Tata Investment,HCL info,HCL tech,Infosys,Mphasis,Naukri,Oracle,TCS,Tech Mahindra,Wipro,Aarti,Ajanta Pharma,Alembic,Biocon,Cipla,Dr. Reddys,Indoco,JB,Lupin,Natco,Panacea,Piramal,Sun,Aditya Birla Fashion,Future Lifestyle,PC jewellers,Future,rajesh exports,Shoppers Stop,Titan,Trent,Arvind,Bombay Dyeing,Grasim,KPR Mill,Page Ind,Raymond,SRF,Vardhman,Welspun
2023-07-31,953.35,202.15,86.0,30.21,135.45,127.5,135.5,1642.55,995.35,1864.05,61.95,236.0,615.4,28.88,90.15,16.97,7379.95,1575.0,376.1,949.95,47.31,116.6,1642.55,1873.8,133.0,836.0,10.24,615.4,1825.2,2475.25,16.01,1103.55,1342.55,2251.05,4580.05,3829.9,3356.05,1091.1,398.8,90.15,1624.8,775.0,256.8,1180.0,5580.0,317.15,2429.95,973.85,835.0,135.0,1081.05,1138.05,224.85,5.58,29.3,0.86,513.2,800.5,2960.0,1721.05,127.95,111.3,1830.0,641.1,36781.0,1915.95,2189.5,364.65,230.0
2023-07-28,959.75,199.0,85.0,30.36,135.5,129.35,134.7,1663.95,990.0,1873.95,62.5,234.55,616.1,29.3,89.7,16.98,7318.0,1619.0,387.95,924.35,48.05,114.2,1663.95,1861.75,131.2,858.75,10.77,616.1,1829.95,2446.25,16.73,1116.95,1350.35,2282.5,4570.8,3800.0,3389.85,1100.35,400.15,89.7,1625.1,734.75,257.95,1171.55,5518.75,321.95,2442.4,982.55,835.25,125.3,1097.8,1134.95,217.35,6.17,30.05,0.86,506.65,797.9,3000.7,1715.0,126.05,112.6,1813.5,630.95,37081.05,1911.2,2178.85,358.4,241.95
2023-07-27,985.0,197.65,84.51,30.6,132.9,125.85,134.85,1697.0,1000.0,1889.95,63.7,242.85,614.3,29.22,91.41,16.97,7596.95,1643.95,376.65,926.0,47.76,117.4,1697.0,1831.0,130.5,836.75,11.33,614.3,1841.95,2464.0,16.82,1112.05,1353.05,2257.0,4530.1,3797.95,3385.05,1100.05,404.3,91.41,1505.0,695.1,250.0,1112.0,5535.0,318.8,2528.1,950.05,799.0,122.9,1090.0,1121.05,215.05,6.16,32.05,0.85,512.35,781.85,3002.05,1725.95,136.0,112.1,1811.5,628.05,37799.0,1809.95,2150.55,363.5,234.85
2023-07-26,965.0,196.55,83.2,30.28,129.7,125.2,133.4,1694.65,992.95,1870.15,60.92,224.7,611.5,28.63,89.0,17.04,7625.0,1648.25,376.85,908.05,48.68,114.05,1694.65,1814.85,127.1,782.45,11.92,611.5,1838.95,2376.0,17.01,1108.15,1341.0,2266.1,4621.05,3865.0,3385.05,1153.7,403.1,89.0,1511.15,682.05,246.05,1056.15,5426.35,323.4,2486.65,937.35,780.05,122.6,1035.05,1094.4,217.6,5.85,33.32,0.84,516.85,760.8,3038.25,1715.2,136.0,113.2,1836.6,639.85,37200.1,1760.55,2144.2,379.9,235.95
2023-07-25,976.25,201.15,84.99,30.91,130.55,124.25,134.95,1683.6,1000.0,1912.7,62.4,222.85,620.3,28.8,88.72,17.4,7630.2,1660.05,378.65,935.9,47.61,113.9,1683.6,1795.25,131.8,739.5,11.36,620.3,1812.0,2364.0,16.7,1115.6,1332.05,2280.0,4570.0,3843.4,3394.2,1162.2,406.0,88.72,1424.7,686.9,250.15,1045.25,5400.95,331.85,2481.3,935.05,770.05,122.05,988.6,1101.5,214.1,5.6,30.32,0.83,518.45,741.35,2961.05,1706.05,133.65,113.0,1812.65,625.0,37514.35,1794.45,2069.95,365.0,238.95
2023-07-24,973.4,197.2,84.6,31.25,130.1,122.65,134.95,1676.6,1008.0,1957.95,63.0,224.35,614.1,29.03,91.05,18.37,7582.0,1622.05,379.5,922.0,48.26,113.5,1676.6,1812.95,128.6,731.0,10.8,614.1,1833.05,2402.05,16.31,1117.05,1335.05,2331.0,4630.0,3840.0,3374.0,1194.4,404.6,91.05,1411.3,690.65,259.15,1042.05,5278.2,332.05,2505.1,943.95,770.05,126.0,994.55,1085.2,212.85,5.34,30.99,0.82,511.05,784.25,2970.05,1721.05,135.05,116.35,1802.6,644.95,36849.95,1789.45,2234.95,363.05,233.0
2023-07-21,970.6,198.95,83.59,30.85,128.65,124.0,136.5,1680.0,993.8,1956.8,63.85,219.65,610.8,28.8,89.66,17.66,7585.05,1634.95,377.3,921.05,48.51,112.0,1680.0,1819.0,131.0,745.95,10.3,610.8,1774.25,2315.95,15.96,1112.95,1321.0,2105.05,4515.05,3888.05,3423.95,1202.95,403.05,89.66,1434.85,713.35,265.05,1040.05,5329.9,331.15,2519.95,947.95,777.0,125.1,977.95,1107.95,214.3,4.9,31.89,0.79,516.55,774.75,2986.0,1714.5,137.0,112.7,1822.0,637.05,36640.05,1800.05,2211.95,370.25,231.3
2023-07-20,961.7,199.95,80.25,31.18,129.2,125.0,137.55,1683.7,974.0,1900.0,64.3,213.6,600.6,28.5,85.6,17.43,7551.25,1646.05,382.25,916.05,49.93,112.5,1683.7,1855.0,138.2,744.0,9.82,600.6,1790.3,2367.0,16.7,1160.0,1474.0,2142.45,4670.05,3958.0,3457.0,1249.75,418.05,85.6,1406.9,662.5,267.05,1036.05,5226.0,330.25,2511.4,932.4,714.65,123.05,977.95,1086.7,213.75,4.79,29.22,0.81,524.85,762.35,3013.95,1720.25,140.1,112.2,1787.7,657.0,36697.95,1844.95,2250.0,373.2,238.7
2023-07-19,963.1,198.2,79.5,31.24,130.05,124.6,136.0,1680.0,978.05,1892.05,61.8,219.3,594.0,28.0,83.02,17.54,7421.1,1618.0,379.5,918.0,49.3,111.25,1680.0,1894.75,131.4,741.9,9.36,594.0,1780.25,2399.85,15.56,1167.0,1482.35,2110.2,4685.05,3949.95,3495.05,1259.95,418.05,83.02,1420.95,670.2,265.05,1027.05,5144.8,328.45,2519.85,934.35,710.05,126.6,968.4,1065.25,212.0,4.7,30.1,0.81,512.7,782.8,3003.2,1687.95,140.05,113.75,1773.15,660.1,36505.55,1837.15,2218.05,372.85,226.25
2023-07-18,965.2,202.2,80.01,31.85,131.2,126.5,133.05,1695.0,975.0,1898.0,62.8,226.65,602.85,28.69,83.89,17.71,7525.0,1612.0,380.9,915.5,49.51,113.2,1695.0,1849.0,131.15,747.0,8.8,602.85,1785.95,2355.0,14.21,1154.05,1433.9,2081.85,4722.05,3978.0,3486.0,1244.95,418.45,83.89,1456.95,668.0,265.0,1033.0,5229.95,332.0,2547.05,933.95,720.2,124.6,980.05,1077.6,215.95,4.59,31.1,0.8,523.85,790.05,3031.0,1700.0,138.2,115.5,1796.0,666.15,36630.05,1877.95,2259.95,379.75,235.0
2023-07-17,958.55,198.35,77.52,30.42,128.0,124.65,130.25,1650.0,963.0,1872.0,60.72,214.05,585.05,27.96,81.06,17.47,7481.05,1618.0,385.55,927.55,49.13,114.9,1650.0,1988.9,133.1,745.0,8.92,585.05,1790.0,2340.0,14.4,1150.1,1425.0,2098.0,4718.65,4059.95,3512.0,1230.05,406.9,81.06,1473.6,645.05,262.25,1032.55,5092.0,321.0,2530.05,935.1,719.0,125.95,996.05,1068.05,214.65,4.73,32.32,0.8,529.6,814.9,3068.05,1690.0,134.15,114.0,1754.3,642.65,36960.0,1847.0,2196.05,374.0,232.65
2023-07-14,961.7,197.15,77.86,30.11,126.8,125.0,128.75,1653.0,959.7,1869.0,60.0,198.35,585.8,28.0,81.0,17.23,7474.5,1626.85,367.2,935.0,49.3,113.9,1653.0,1869.0,134.25,763.0,8.85,585.8,1800.1,2350.0,13.63,1111.05,1379.0,1944.95,4649.8,3855.45,3360.3,1180.55,394.35,81.0,1411.05,655.55,257.0,1022.1,5144.75,324.55,2481.05,928.05,690.0,125.05,976.35,1077.05,216.4,4.6,34.02,0.8,525.0,820.95,3071.05,1667.05,134.25,111.55,1764.75,643.6,36300.05,1837.25,2196.95,362.15,239.7
2023-07-13,957.95,205.0,79.5,31.59,128.65,126.25,135.5,1655.0,947.0,1890.0,61.6,196.85,592.6,29.01,82.89,17.36,7435.05,1592.35,383.05,940.1,49.13,115.05,1655.0,1901.95,135.05,741.6,9.0,592.6,1818.2,2348.1,13.67,1096.0,1333.0,1900.05,4479.95,3813.4,3276.0,1159.9,391.6,82.89,1425.0,657.15,258.05,1023.05,5195.9,322.0,2604.7,941.95,682.85,125.9,970.2,1077.75,214.5,4.84,39.57,0.81,526.85,809.25,3119.0,1688.2,137.0,114.95,1788.95,653.05,36087.0,1821.0,2217.05,378.6,236.55
2023-07-12,955.45,205.0,78.39,30.35,129.9,125.7,135.2,1655.0,947.45,1868.05,60.31,193.7,589.9,28.33,81.4,17.2,7471.0,1595.0,385.75,914.5,49.87,115.0,1655.0,1881.0,133.05,743.75,8.9,589.9,1757.0,2301.4,13.84,1117.05,1351.3,1908.95,4392.8,3841.3,3275.15,1161.5,394.4,81.4,1424.95,656.25,253.6,1027.45,5111.45,323.8,2463.65,928.0,684.75,124.5,935.05,1076.85,221.35,4.67,37.69,0.81,535.35,818.8,3109.0,1702.95,139.85,114.65,1760.25,623.05,36200.05,1801.0,2184.85,366.5,239.95
2023-07-11,966.25,203.55,78.72,30.8,128.7,125.2,134.6,1665.55,948.25,1870.0,60.65,185.15,594.15,28.62,81.7,17.17,7561.0,1600.0,381.15,931.0,49.27,111.75,1665.55,1882.0,133.1,752.95,9.01,594.15,1723.85,2278.5,13.78,1127.05,1339.95,1880.05,4390.0,3778.95,3294.0,1152.35,390.0,81.7,1378.5,654.9,253.1,1018.0,5121.05,318.0,2339.55,900.05,695.95,124.1,941.0,1050.05,215.05,4.71,34.13,0.82,521.85,812.95,3054.15,1697.95,138.0,110.0,1743.25,628.3,36406.65,1803.0,2182.85,365.0,235.0
2023-07-10,977.35,209.5,79.76,30.91,130.7,127.75,135.1,1664.35,946.4,1853.55,60.7,185.05,594.0,28.8,80.51,17.44,7616.0,1614.4,383.0,951.95,50.05,112.85,1664.35,1873.0,131.0,722.35,9.0,594.0,1718.6,2290.05,13.51,1158.05,1331.2,1875.05,4400.05,3820.0,3326.1,1158.1,395.5,80.51,1402.55,644.15,254.05,1020.8,5254.95,325.8,2295.05,900.05,681.4,126.95,927.05,1035.5,213.6,4.8,32.25,0.81,530.95,798.6,3152.05,1705.4,140.0,117.7,1747.05,637.9,36850.0,1774.95,2212.05,362.5,226.1
2023-07-07,979.95,204.85,80.44,31.09,131.5,128.85,135.35,1669.95,950.0,1876.95,58.85,187.95,590.6,28.71,80.0,17.89,7700.0,1608.0,385.85,912.95,49.63,113.35,1669.95,1885.0,131.0,729.9,9.0,590.6,1769.05,2316.6,13.71,1180.4,1333.0,1877.4,4395.75,3850.05,3300.85,1169.25,395.0,80.0,1433.15,644.35,259.6,1011.5,5248.95,324.1,2264.8,892.05,705.55,126.4,940.55,1039.95,212.9,4.66,26.67,0.8,531.0,812.35,3149.0,1754.65,139.05,120.2,1765.05,642.35,37185.95,1731.05,2280.5,367.1,221.15
2023-07-06,962.5,205.2,80.01,30.75,129.05,129.65,132.8,1673.9,957.0,1864.95,58.4,190.95,590.0,28.51,77.66,17.21,7825.0,1619.95,387.0,929.55,49.02,115.35,1673.9,1878.0,131.6,741.75,9.01,590.0,1802.4,2353.95,13.92,1199.85,1343.85,1878.0,4406.05,3889.95,3300.0,1175.0,394.95,77.66,1404.1,643.95,259.95,1010.85,5199.95,324.05,2300.7,896.05,679.0,127.25,973.05,1039.35,210.9,4.76,27.11,0.79,531.5,820.0,3095.05,1736.95,137.55,123.55,1772.2,653.55,36726.6,1721.55,2229.8,365.7,207.3
2023-07-05,970.0,202.35,80.5,30.5,127.55,124.85,132.5,1719.75,943.0,1861.9,57.26,183.5,590.0,28.48,76.55,16.87,7862.05,1629.5,367.1,945.35,49.31,111.6,1719.75,1874.35,132.95,719.5,9.05,590.0,1777.2,2335.05,13.66,1190.55,1354.0,1875.0,4430.0,3894.95,3312.05,1150.0,394.0,76.55,1418.7,635.0,264.45,1015.05,5197.95,328.65,2320.05,894.35,692.95,128.0,935.0,1056.0,212.1,4.75,27.39,0.78,530.0,793.3,3089.85,1741.05,139.05,109.7,1769.55,639.0,37300.0,1719.65,2275.0,363.55,196.5
2023-07-04,983.15,200.0,77.71,29.95,128.2,122.25,128.1,1728.0,945.25,1845.0,53.96,184.3,587.65,28.16,75.07,16.38,7631.0,1560.1,380.8,928.25,50.07,115.4,1728.0,1858.9,135.95,743.8,8.95,587.65,1766.05,2342.05,13.69,1180.05,1343.0,1902.2,4425.05,3816.1,3294.0,1121.55,393.2,75.07,1499.95,626.15,266.6,1003.25,5105.05,329.35,2370.05,885.55,709.9,126.4,956.35,1033.05,213.0,4.75,26.81,0.76,545.15,823.9,3049.95,1754.0,140.05,108.7,1800.0,656.0,37412.0,1725.0,2290.0,371.95,200.0
2023-07-03,988.05,191.3,74.01,29.42,127.55,124.35,127.0,1714.9,935.9,1855.0,52.0,183.0,574.0,27.88,72.31,16.28,7155.45,1530.0,379.0,904.95,50.0,104.85,1714.9,1850.05,129.3,727.65,9.36,574.0,1750.0,2342.05,13.83,1190.0,1333.9,1915.0,4470.05,3864.65,3306.7,1132.65,395.4,72.31,1458.05,646.9,266.5,1017.05,5156.0,327.1,2376.05,895.05,693.25,125.5,945.05,1050.05,214.95,4.75,26.02,0.77,552.85,813.2,3049.0,1789.95,135.45,107.05,1737.85,664.65,37650.05,1700.0,2293.05,367.0,201.55
2023-06-30,974.95,186.85,72.01,28.45,124.2,116.6,122.2,1695.0,940.05,1840.5,50.51,173.45,571.4,26.76,70.7,16.23,7080.05,1519.0,383.9,913.8,49.72,102.26,1695.0,1842.0,124.0,710.0,9.28,571.4,1700.15,2337.0,13.65,1172.0,1303.0,1855.0,4439.95,3786.35,3215.0,1110.05,384.05,70.7,1463.05,636.35,245.15,1010.0,5013.05,320.45,2349.0,890.05,695.05,126.95,948.75,995.05,213.4,4.71,26.01,0.74,545.05,784.05,3037.0,1755.05,135.0,107.81,1733.05,655.4,37796.0,1685.05,2310.05,366.1,196.55
2023-06-28,976.05,191.55,72.94,28.6,124.65,115.1,123.55,1672.9,943.0,1840.05,50.85,174.0,573.0,26.77,71.44,16.14,7040.05,1530.0,385.65,919.05,50.94,102.8,1672.9,1853.1,123.25,677.1,9.15,573.0,1699.05,2346.9,13.41,1171.0,1287.05,1843.2,4386.5,3785.4,3203.05,1126.3,383.05,71.44,1496.3,660.0,244.0,1003.05,5025.0,327.9,2330.05,881.0,685.05,126.95,911.15,1000.95,213.8,4.75,26.15,0.77,549.85,799.3,2980.0,1755.0,133.4,105.36,1712.55,672.95,38086.0,1694.95,2318.3,370.05,206.85
2023-06-27,966.05,191.35,70.5,27.56,123.25,114.8,122.25,1644.9,930.0,1827.95,50.55,166.15,557.55,26.75,68.35,16.15,7041.0,1514.95,381.55,881.55,48.42,101.14,1644.9,1855.0,119.3,696.85,9.71,557.55,1700.0,2344.95,13.4,1158.55,1275.05,1816.0,4411.05,3825.0,3200.0,1111.7,383.15,68.35,1472.1,636.05,240.0,1020.0,5005.05,329.75,2285.05,875.05,698.0,127.95,890.05,1000.0,208.65,4.99,26.31,0.76,551.95,796.6,2972.55,1773.95,135.65,105.01,1726.8,661.0,37850.05,1715.0,2338.05,369.05,204.25
2023-06-26,957.05,191.05,71.21,27.95,120.75,112.45,122.15,1644.05,926.2,1829.95,50.46,166.05,555.75,26.56,69.01,16.01,6990.1,1495.05,379.65,873.3,50.0,98.01,1644.05,1855.0,118.0,671.3,8.88,555.75,1671.15,2338.95,13.63,1165.05,1268.05,1831.0,4290.5,3708.5,3202.0,1103.35,380.0,69.01,1504.95,604.0,237.0,990.0,4999.85,327.55,2307.05,864.95,678.5,123.5,886.15,992.15,203.5,4.77,26.5,0.75,546.05,810.0,2930.05,1733.95,135.0,100.36,1706.05,652.1,37699.8,1669.0,2317.05,353.05,203.95
2023-06-23,961.0,193.5,72.85,28.32,123.45,117.1,123.8,1640.65,924.5,1834.9,50.93,167.1,562.0,26.86,70.17,16.0,7010.05,1501.15,380.0,899.95,50.11,99.11,1640.65,2019.0,120.95,675.05,8.79,562.0,1699.95,2385.55,14.0,1158.05,1276.0,1852.1,4400.0,3833.75,3236.0,1111.2,382.4,70.17,1504.6,615.0,239.0,993.8,4901.35,320.15,2424.95,850.05,637.8,128.05,934.0,998.95,210.0,4.85,26.45,0.74,573.0,806.5,2950.05,1713.5,138.45,103.81,1745.0,680.15,38086.0,1661.1,2345.05,361.8,207.5
2023-06-22,963.7,198.5,73.85,28.83,125.5,117.5,123.45,1641.25,924.65,1849.9,53.12,171.05,566.4,27.35,70.78,16.23,7205.0,1526.95,391.2,907.45,51.01,103.47,1641.25,1880.0,123.6,697.05,9.01,566.4,1764.0,2455.0,14.08,1173.95,1292.75,1870.55,4454.65,3900.05,3265.95,1116.0,386.9,70.78,1520.0,616.8,246.75,1007.85,4900.05,328.05,2352.0,868.0,629.95,128.65,954.5,991.75,212.2,4.76,27.12,0.72,557.8,813.5,2999.9,1699.65,130.0,104.3,1780.2,666.05,38286.0,1739.0,2389.3,375.1,209.25
2023-06-21,977.0,195.4,74.24,29.5,124.65,120.0,123.5,1615.35,927.55,1843.05,51.96,174.3,567.0,28.0,71.59,16.27,7266.0,1521.05,387.05,926.65,51.3,105.03,1615.35,1878.85,121.75,693.45,9.07,567.0,1715.35,2421.35,14.01,1175.0,1303.5,1879.0,4452.2,3925.0,3240.05,1107.2,384.3,71.59,1473.85,605.95,243.85,1005.05,4901.15,329.95,2429.95,834.95,634.95,129.85,900.1,994.95,214.5,4.85,27.46,0.72,569.4,802.2,2988.95,1719.85,132.95,106.99,1765.0,674.0,38690.05,1750.0,2407.0,363.2,193.8
2023-06-20,965.8,195.0,73.95,28.34,124.05,119.85,123.1,1605.0,922.6,1823.9,51.77,170.65,568.8,26.61,71.52,16.27,7375.0,1542.0,388.55,949.95,51.36,107.88,1605.0,1884.05,118.45,712.1,8.85,568.8,1469.6,2410.0,14.79,1130.15,1293.2,1875.95,4438.4,3840.05,3214.0,1094.0,381.7,71.52,1466.55,605.95,243.6,1011.55,4873.5,325.45,2378.65,825.2,639.95,132.85,799.9,1009.85,213.75,4.8,26.82,0.71,574.9,802.4,2971.05,1706.15,130.8,97.05,1765.0,634.6,38795.0,1746.95,2405.65,360.05,192.95
2023-06-19,982.25,188.8,73.5,26.7,124.8,118.15,123.75,1608.0,933.65,1864.0,51.24,173.85,571.5,26.38,71.59,16.32,7176.65,1521.05,381.0,949.9,52.5,108.3,1608.0,1887.9,119.0,725.05,8.81,571.5,1460.1,2430.05,14.11,1149.9,1292.65,1864.65,4405.05,3868.05,3175.3,1078.0,381.6,71.59,1470.55,615.0,244.05,1005.5,4938.0,330.0,2255.05,821.0,631.05,132.45,785.0,996.55,210.7,4.8,27.65,0.69,640.0,778.2,2963.0,1700.25,131.1,99.79,1781.25,635.05,38797.25,1739.95,2392.5,355.0,186.0
2023-06-16,982.0,183.25,73.21,26.68,124.4,121.35,122.85,1584.2,928.35,1826.05,50.56,168.0,568.5,26.23,70.36,16.12,7160.0,1476.1,386.25,900.0,52.85,106.0,1584.2,1863.05,118.4,689.55,8.75,568.5,1396.15,2407.55,14.09,1148.75,1286.75,1858.95,4325.05,3900.0,3203.95,1086.95,385.9,70.36,1392.05,619.1,243.5,997.85,4821.15,335.45,2199.95,835.65,650.0,133.45,771.05,995.95,212.95,4.8,26.51,0.69,609.0,770.0,2924.6,1684.45,130.5,97.0,1774.15,620.05,38745.95,1651.1,2383.0,359.8,181.2
2023-06-15,985.0,186.15,74.25,27.0,125.8,121.0,124.45,1601.55,936.3,1862.35,51.66,174.95,575.0,26.69,71.81,16.2,7091.0,1480.0,386.0,884.05,50.14,104.19,1601.55,1848.05,112.4,693.35,8.8,575.0,1410.1,2417.0,14.27,1138.05,1296.0,1870.35,4315.05,3911.55,3240.05,1076.2,397.0,71.81,1455.15,590.0,238.4,984.85,4693.9,323.5,2173.0,813.3,619.45,133.6,805.05,986.55,213.45,4.88,26.5,0.68,568.05,776.05,2919.95,1712.0,130.6,91.25,1780.0,641.95,38450.0,1675.8,2351.35,352.6,187.5
2023-06-14,986.4,188.1,74.0,26.92,125.0,119.65,125.0,1606.2,945.1,1856.4,52.11,178.65,577.0,26.8,72.28,16.48,7172.35,1486.05,382.15,873.0,54.49,104.99,1606.2,1909.0,110.0,668.8,8.83,577.0,1443.85,2340.05,14.1,1140.0,1306.0,1890.0,4325.05,3800.0,3241.05,1079.0,396.1,72.28,1468.4,580.1,239.5,980.0,4698.55,321.0,2111.8,815.05,624.95,138.0,808.0,989.95,213.85,4.73,26.96,0.67,580.05,775.05,2912.5,1695.05,133.05,92.0,1745.0,636.45,38462.0,1656.05,2345.05,358.25,172.0
2023-06-13,973.45,187.95,73.26,27.46,125.05,119.9,125.3,1590.0,934.7,1875.0,51.8,178.3,578.75,26.87,71.76,16.42,7068.6,1471.0,376.0,844.4,49.51,102.61,1590.0,1850.0,108.0,665.2,8.72,578.75,1453.0,2359.05,14.05,1146.95,1299.9,1890.15,4268.65,3615.05,3256.0,1081.0,398.1,71.76,1430.05,580.1,238.35,958.05,4690.05,328.3,2121.05,820.0,619.05,137.95,801.15,991.95,200.3,4.75,27.56,0.66,591.55,781.95,2861.2,1591.2,126.0,89.22,1719.25,640.0,38200.0,1675.0,2357.8,353.35,173.55
2023-06-12,974.45,184.8,73.0,27.28,124.65,116.4,124.7,1612.95,936.6,1873.0,51.31,174.85,580.7,27.05,71.73,16.58,7042.0,1466.1,382.6,889.95,49.5,100.82,1612.95,1854.0,105.95,677.1,9.18,580.7,1417.05,2314.95,14.25,1110.35,1271.1,1852.05,4150.05,3539.95,3210.05,1062.05,399.5,71.73,1459.0,583.55,241.1,970.1,4680.05,331.95,2153.8,816.4,620.1,126.4,788.05,983.2,200.9,4.8,28.41,0.63,575.0,778.5,2880.05,1595.8,125.05,90.0,1721.5,624.2,38500.1,1651.2,2442.2,347.5,166.8
2023-06-09,965.65,187.2,74.07,27.4,125.6,117.15,126.9,1613.25,942.65,1863.55,52.28,174.35,588.0,27.42,71.71,16.76,7005.0,1467.45,383.05,866.2,47.9,101.16,1613.25,1854.05,105.6,679.75,8.51,588.0,1410.0,2358.95,14.19,1125.0,1283.1,1869.0,4125.05,3540.0,3245.05,1075.05,399.5,71.71,1466.0,594.0,244.0,963.05,4684.95,329.4,2074.65,808.45,616.05,121.05,784.0,989.85,201.2,4.79,27.63,0.64,576.65,774.25,2876.85,1595.6,126.0,88.16,1720.0,634.55,38900.0,1555.05,2522.8,353.9,168.0
2023-06-08,972.0,187.35,74.94,27.52,125.1,119.3,126.0,1605.0,937.95,1940.95,52.31,174.75,590.0,27.52,72.89,16.17,7090.0,1480.05,383.45,870.3,44.99,102.46,1605.0,1855.0,108.0,679.95,8.6,590.0,1405.55,2338.15,14.08,1130.0,1284.0,1905.3,4181.05,3595.95,3269.95,1103.8,404.0,72.89,1402.05,562.1,244.5,966.85,4689.95,336.0,2176.95,824.95,625.0,122.8,796.0,1018.7,206.7,4.83,24.02,0.67,586.05,775.05,2914.95,1605.0,127.95,89.4,1776.95,614.95,39100.0,1569.05,2567.4,360.05,167.0
2023-06-07,972.0,184.85,74.09,27.41,126.3,119.0,126.15,1601.3,943.55,1972.0,52.01,175.4,587.7,27.02,72.01,16.02,7115.0,1477.05,385.25,819.1,43.0,102.09,1601.3,1889.0,107.0,678.4,8.73,587.7,1419.95,2307.05,13.66,1130.6,1285.1,1912.55,4150.0,3571.65,3237.05,1090.3,402.0,72.01,1386.1,565.4,243.4,967.25,4650.0,331.85,2120.1,824.4,629.75,121.65,788.1,1014.0,208.85,4.84,23.83,0.66,604.7,790.05,2894.0,1618.95,127.55,84.0,1752.05,609.5,38731.1,1627.95,2540.0,360.45,164.55
2023-06-06,950.2,185.75,74.5,27.4,125.55,119.5,127.3,1604.2,945.05,1925.0,52.21,173.7,587.25,27.3,72.56,16.14,7021.0,1465.0,381.55,820.55,41.8,100.94,1604.2,1860.0,105.3,647.0,8.81,587.25,1417.25,2325.35,14.01,1135.0,1290.0,1962.05,4127.0,3630.0,3289.0,1097.2,404.0,72.56,1385.0,561.9,241.55,974.65,4570.05,337.0,2091.05,820.1,635.95,120.0,789.05,1014.95,206.5,4.7,24.04,0.65,603.55,777.5,2856.05,1600.0,129.5,84.84,1743.95,616.65,38909.0,1584.8,2539.0,360.05,166.0
2023-06-05,926.0,187.0,75.3,27.67,123.7,121.25,126.95,1617.0,940.3,1943.2,52.45,170.0,587.55,27.75,72.81,16.4,7050.05,1472.95,383.0,826.25,42.6,98.79,1617.0,1900.0,106.3,648.85,8.9,587.55,1424.95,2255.0,14.17,1149.95,1300.05,2031.95,4225.0,3626.15,3313.0,1124.85,406.85,72.81,1323.9,557.05,242.3,967.0,4630.0,354.75,2121.45,823.15,635.0,124.0,792.0,1005.1,203.0,4.8,24.28,0.64,575.0,772.5,2870.0,1600.95,127.35,84.02,1707.55,582.05,38849.95,1597.95,2512.0,341.05,157.4
2023-06-02,920.05,185.2,75.39,27.7,125.7,120.55,125.5,1609.05,942.8,1947.95,51.67,170.15,583.9,28.0,72.66,16.31,7060.0,1460.0,385.2,834.9,39.4,99.97,1609.05,1865.55,105.9,638.0,8.76,583.9,1405.5,2230.05,14.18,1145.05,1311.15,1999.0,3815.05,3610.0,3316.2,1123.05,407.55,72.66,1314.4,545.05,243.65,964.3,4531.5,340.05,2117.5,813.0,623.1,118.15,784.0,987.95,204.0,4.81,24.42,0.63,555.15,749.85,2826.7,1574.9,128.35,84.0,1705.05,575.1,39399.75,1574.15,2485.2,335.0,159.65
2023-06-01,920.05,184.1,73.75,27.0,124.45,116.15,125.3,1622.0,952.35,1972.1,51.65,162.0,580.35,26.21,71.18,16.29,7008.05,1459.95,382.3,796.05,67.13,99.22,1622.0,1873.05,104.5,632.3,9.01,580.35,1399.85,2251.95,13.4,1145.7,1322.1,1949.35,4060.05,3669.95,3310.0,1120.0,404.05,71.18,1310.0,549.0,247.0,953.55,4501.05,346.2,2101.6,800.05,624.95,116.0,765.65,980.0,203.5,4.81,23.5,0.61,559.95,760.0,2821.0,1565.5,127.8,83.99,1708.05,584.05,39010.4,1569.35,2505.0,324.0,152.45
2023-05-31,933.75,184.15,74.79,26.52,125.75,116.05,124.95,1633.8,950.2,1980.75,51.24,162.95,584.85,25.91,69.91,15.86,6990.05,1465.0,382.0,828.15,68.16,99.58,1633.8,1810.0,104.31,633.85,9.02,584.85,1416.5,2212.05,13.35,1131.05,1320.0,1956.35,4045.05,3555.05,3314.8,1100.0,401.5,69.91,1298.65,565.0,239.1,957.65,4500.05,332.75,2104.65,810.0,627.9,118.0,770.05,966.45,204.85,4.81,23.45,0.61,560.0,760.0,2797.45,1568.95,119.35,78.7,1720.05,584.1,38970.05,1570.5,2526.35,320.0,156.9
2023-05-30,932.0,183.4,75.18,26.89,126.65,117.85,125.55,1633.0,946.7,1957.05,50.76,153.9,595.0,26.49,70.06,15.96,6949.0,1452.05,388.0,845.0,68.11,96.94,1633.0,1850.0,103.31,642.75,9.06,595.0,1408.0,2266.95,13.99,1129.0,1314.0,1972.0,4206.1,3558.75,3317.0,1110.05,399.65,70.06,1265.05,547.0,242.1,956.25,4550.0,339.5,2099.0,810.0,654.05,125.1,775.25,967.0,198.25,4.7,24.01,0.6,565.0,765.0,2836.6,1525.2,117.9,80.8,1718.6,578.0,37900.1,1574.95,2535.05,321.35,152.9
