Dates,Axis,BOB,BOI,CBI,City Union,DCB,Federal,HDFC,ICICI,Kotak,PNB,RBL,SBI,UCO,Union Bank,Yes Bank,Bajaj Finance,Bajaj Finserv,BF investment,Cholmandalam Finance Holding,edelweiss,IDFC,HDFC fin,KILC,LT,Motilal Oswal,Reliance Capital,SBI.1,Shriram Finance,Tata Investment,HCL info,HCL tech,Infosys,Mphasis,Naukri,Oracle,TCS,Tech Mahindra,Wipro,Aarti,Ajanta Pharma,Alembic,Biocon,Cipla,Dr. Reddys,Indoco,JB,Lupin,Natco,Panacea,Piramal,Sun,Aditya Birla Fashion,Future Lifestyle,PC jewellers,Future,rajesh exports,Shoppers Stop,Titan,Trent,Arvind,Bombay Dyeing,Grasim,KPR Mill,Page Ind,Raymond,SRF,Vardhman,Welspun
2023-01-17,921.6,185.75,98.65,33.05,165.15,128.1,142.85,1592.0,865.55,1772.55,58.95,176.0,603.4,32.7,83.25,20.15,6005.0,1386.8,345.0,590.8,73.05,87.95,1592.0,2007.0,95.2,738.6,15.5,603.4,1272.05,2311.95,16.75,1095.0,1527.0,2026.05,3765.05,3100.0,3334.0,1035.0,400.0,83.25,1165.05,551.0,250.05,1060.05,4326.05,397.6,1967.65,745.15,562.8,136.1,830.0,1038.0,267.6,9.01,78.65,1.65,815.0,678.95,2401.1,1199.0,87.15,78.05,1654.95,525.0,39984.5,1416.05,2184.95,309.7,146.15
2023-01-16,942.0,185.1,97.0,30.85,166.8,126.55,139.0,1624.4,876.1,1781.05,56.85,176.85,601.15,30.15,78.9,20.4,6018.95,1401.95,359.25,590.75,74.35,85.35,1624.4,1989.0,92.25,748.0,14.07,601.15,1285.0,2329.65,17.0,1079.05,1514.0,2049.95,3731.85,3129.9,3320.0,1011.95,394.0,78.9,1194.95,564.0,250.0,1067.0,4310.05,400.05,1957.85,750.0,550.05,136.75,828.7,1037.0,269.0,9.48,82.2,1.6,809.75,692.5,2435.75,1201.05,89.85,78.2,1670.0,518.1,40386.0,1477.8,2200.05,316.75,150.0
2023-01-13,937.95,181.95,94.35,30.3,165.05,127.55,135.15,1598.0,864.25,1783.95,55.95,178.05,596.6,30.1,78.1,19.95,5915.0,1391.05,352.0,578.85,70.0,82.35,1598.0,1954.65,91.1,717.95,14.06,596.6,1311.6,2289.95,16.55,1059.65,1489.95,2033.5,3725.0,3054.8,3349.0,1009.65,397.2,78.1,1185.2,558.35,250.25,1064.0,4338.95,398.9,1957.0,747.15,555.05,135.6,841.95,1035.0,266.2,9.97,82.4,1.6,819.6,686.6,2450.05,1210.05,89.95,78.35,1635.1,513.05,40650.05,1490.0,2234.9,318.65,146.7
2023-01-12,949.9,182.2,94.85,31.0,166.05,128.2,134.8,1585.25,864.15,1804.05,56.5,182.0,597.8,30.15,79.4,20.15,5895.05,1401.0,360.0,572.35,68.2,85.3,1585.25,2008.0,93.0,710.25,14.06,597.8,1321.05,2307.05,16.9,1061.0,1482.0,2035.0,3699.9,3055.0,3333.0,1006.55,394.65,79.4,1168.6,556.05,251.05,1056.8,4267.65,397.5,1923.6,755.0,553.45,134.1,830.5,1025.05,267.05,10.49,83.3,1.62,817.85,692.95,2459.95,1212.0,90.95,79.5,1643.75,520.35,41100.0,1436.05,2199.75,323.0,154.1
2023-01-11,950.25,181.0,91.9,30.35,167.15,126.25,136.15,1570.6,863.4,1796.0,55.45,181.1,596.0,29.8,79.3,20.6,5930.0,1415.05,365.0,575.5,64.2,83.55,1570.6,1960.0,92.35,711.2,13.86,596.0,1320.05,2190.0,17.3,1066.25,1470.0,1994.95,3701.0,3033.6,3289.0,1006.05,392.5,79.3,1172.55,560.9,257.4,1076.1,4294.55,400.0,1909.0,755.05,550.7,134.55,817.75,1011.1,267.55,11.1,84.55,1.65,810.0,691.0,2467.35,1226.05,88.55,80.15,1655.0,530.0,41000.0,1436.6,2283.95,321.35,157.45
2023-01-10,964.15,185.5,95.45,31.0,176.0,125.25,136.65,1597.45,877.0,1816.95,56.95,185.95,607.85,30.6,81.5,21.25,6013.95,1429.0,366.6,568.85,63.05,84.25,1597.45,2051.95,92.0,719.0,14.24,607.85,1315.35,2151.95,16.75,1069.9,1484.4,1999.0,3671.05,3004.9,3290.0,1015.0,392.1,81.5,1180.05,561.3,257.1,1077.25,4322.0,403.15,1924.4,755.8,548.05,137.1,802.4,1010.05,276.8,11.62,81.1,1.63,810.2,708.0,2494.4,1225.0,89.8,78.65,1670.15,526.45,41759.9,1436.35,2236.95,314.75,161.75
2023-01-09,945.0,184.1,93.9,31.75,176.5,129.1,136.35,1595.8,875.0,1801.0,56.95,182.8,605.95,31.7,81.15,21.35,6029.0,1450.0,375.0,548.55,64.5,83.15,1595.8,2048.0,87.3,712.0,13.96,605.95,1290.55,2135.2,16.75,1042.15,1444.0,1981.35,3695.05,3007.35,3243.9,993.2,385.5,81.15,1178.35,566.35,256.65,1078.9,4298.0,410.0,1965.7,743.95,564.0,140.4,802.0,1019.95,278.65,11.07,81.3,1.7,794.9,712.0,2539.0,1250.8,87.1,77.9,1709.95,512.65,42000.0,1456.05,2240.05,309.75,168.85
2023-01-06,948.0,184.45,94.4,32.1,178.0,127.25,137.1,1599.75,879.8,1822.05,56.85,186.4,606.1,32.5,81.1,21.55,6139.95,1478.95,375.0,563.45,65.2,84.1,1599.75,2026.15,88.9,703.8,14.35,606.1,1318.05,2080.1,16.75,1037.5,1470.0,1990.05,3719.0,3005.95,3300.0,1010.0,386.25,81.1,1181.1,566.0,261.0,1084.25,4275.05,395.9,1950.15,743.0,569.95,139.75,814.95,1008.05,279.15,10.45,77.4,1.69,752.45,690.05,2568.5,1288.95,86.45,79.0,1701.9,527.4,42266.65,1498.95,2261.05,314.0,169.8
2023-01-05,963.0,183.85,94.3,32.05,177.35,128.6,136.65,1614.3,902.0,1821.0,56.6,180.0,607.9,32.65,81.4,21.5,6540.0,1551.0,413.65,556.9,64.95,83.9,1614.3,2165.0,88.55,726.0,13.72,607.9,1330.0,2090.0,16.15,1036.55,1501.0,2000.0,3887.95,3026.0,3330.0,1028.85,390.6,81.4,1179.0,570.35,260.2,1067.6,4260.0,404.25,1993.15,730.0,564.85,142.95,816.75,1004.25,279.8,10.03,80.45,1.77,774.95,706.75,2595.0,1316.9,86.35,78.55,1685.05,518.45,42300.15,1465.05,2275.0,321.0,169.5
2023-01-04,964.0,187.35,94.2,32.8,177.95,130.4,139.05,1635.0,899.05,1836.5,58.2,187.6,612.35,33.1,82.4,22.2,6610.0,1562.0,421.0,559.8,65.0,84.4,1635.0,2188.0,90.5,711.0,14.03,612.35,1340.05,2133.0,16.8,1039.95,1522.9,2004.4,3912.55,3027.95,3304.0,1024.0,397.05,82.4,1199.05,570.05,263.5,1075.9,4219.05,406.75,1977.7,730.05,566.0,140.05,833.55,1006.65,286.65,9.1,84.45,1.75,749.9,703.1,2624.9,1346.25,91.2,80.7,1719.15,517.5,42384.95,1490.0,2300.0,329.95,170.7
2023-01-03,942.1,186.25,92.45,32.35,181.4,128.4,137.65,1624.55,898.0,1830.45,57.35,181.3,612.55,31.15,81.95,21.9,6550.85,1552.5,416.7,563.3,64.0,84.5,1624.55,2232.0,90.0,699.0,13.21,612.55,1375.0,2129.9,16.65,1035.0,1521.0,1957.0,3908.85,3024.9,3260.0,1009.5,393.4,81.95,1211.05,560.85,261.1,1070.95,4220.75,414.8,1976.0,725.0,555.0,138.1,838.0,990.0,287.25,9.09,84.55,1.78,717.0,716.85,2565.8,1350.0,90.8,80.5,1720.5,530.0,42500.0,1512.35,2293.05,324.65,171.55
2023-01-02,930.05,186.5,88.65,32.25,181.7,126.25,139.95,1622.05,892.3,1820.2,56.7,180.0,615.0,31.8,81.0,20.9,6575.0,1552.5,350.1,552.05,64.05,81.45,1622.05,1999.0,88.0,697.95,13.72,615.0,1379.8,2120.05,16.4,1039.0,1513.0,1975.25,3937.6,3030.05,3265.0,1018.0,392.75,81.0,1214.4,567.05,261.8,1083.95,4274.95,411.0,1943.0,731.05,569.95,140.0,833.0,995.1,290.75,8.65,84.05,1.82,730.05,699.05,2598.6,1378.4,90.1,79.0,1720.05,512.05,43285.95,1470.0,2299.95,328.35,169.4
2022-12-30,943.0,186.65,87.35,32.05,180.7,124.15,137.85,1643.5,908.05,1827.95,55.95,178.2,615.7,31.35,79.7,20.45,6565.0,1525.05,285.65,563.7,64.75,79.8,1643.5,1847.0,85.75,692.2,13.45,615.7,1325.0,2136.45,16.45,1045.2,1525.15,1957.0,3964.0,2996.0,3285.0,1021.15,393.0,79.7,1197.25,581.0,260.35,1090.15,4299.95,391.6,1939.4,738.55,570.0,140.25,828.7,1000.05,289.0,7.97,85.35,1.78,713.3,700.55,2565.0,1350.05,88.5,78.95,1759.95,526.4,43387.5,1447.95,2299.95,329.0,167.0
2022-12-29,921.6,181.05,87.1,31.0,175.0,125.5,132.0,1618.15,896.8,1820.0,54.25,171.75,601.2,30.9,78.95,19.95,6440.0,1514.05,282.65,564.7,62.6,78.2,1618.15,1845.0,85.4,690.7,13.35,601.2,1365.0,2116.0,16.55,1030.0,1502.0,1901.4,3932.0,2995.0,3233.0,1011.5,386.05,78.95,1187.4,589.4,262.8,1083.0,4285.0,396.0,1926.1,735.05,550.05,141.95,820.2,994.5,283.0,7.56,80.4,1.71,717.0,697.8,2570.0,1350.0,88.25,78.0,1752.05,504.0,44599.25,1440.95,2300.0,329.7,165.0
2022-12-28,931.95,177.5,88.95,32.7,177.55,127.0,132.9,1629.0,899.0,1825.0,54.0,166.55,602.0,31.85,82.75,20.2,6480.0,1535.0,276.75,568.9,62.05,78.25,1629.0,1855.0,85.25,697.0,13.8,602.0,1399.95,2153.8,16.25,1029.0,1505.0,1930.05,3934.95,2992.05,3245.0,1008.0,385.9,82.75,1165.0,593.65,264.05,1096.55,4260.0,395.75,1935.6,739.05,564.0,147.4,824.05,993.25,286.8,7.49,73.5,1.66,694.95,689.95,2509.0,1349.95,88.0,77.65,1739.75,495.5,43799.95,1427.95,2325.05,329.65,169.0
2022-12-27,933.0,178.7,89.5,32.0,178.25,125.0,132.0,1632.3,901.95,1834.1,54.65,162.15,600.9,32.6,83.5,20.15,6451.05,1541.3,274.95,569.85,63.2,78.15,1632.3,1840.0,85.1,680.1,14.03,600.9,1373.95,2052.0,16.85,1039.95,1510.0,1949.95,3912.05,3013.65,3265.0,1009.15,381.5,83.5,1173.05,581.5,265.75,1099.95,4299.95,379.35,1916.05,736.1,562.45,148.0,817.95,999.0,293.4,7.19,75.1,1.66,683.3,701.35,2503.05,1364.95,88.05,78.9,1755.8,496.2,43351.05,1454.0,2305.0,314.95,153.0
2022-12-26,904.3,168.55,76.65,29.1,164.25,113.3,122.15,1591.0,877.3,1816.05,49.3,148.15,573.6,27.35,67.15,17.45,6360.0,1488.0,264.35,571.5,58.05,73.55,1591.0,1781.25,81.05,676.0,14.82,573.6,1304.0,1922.05,15.0,1029.05,1497.65,1915.0,3845.0,2984.45,3225.0,995.9,377.7,67.15,1240.0,572.05,267.15,1126.05,4349.95,382.8,1995.1,750.05,550.05,154.9,789.0,1005.0,284.0,6.85,70.15,1.74,644.95,669.25,2483.4,1286.05,83.05,74.25,1700.25,480.0,42906.65,1330.0,2210.0,293.9,142.0
2022-12-23,906.2,173.55,81.5,31.45,174.0,116.15,125.75,1583.0,876.3,1818.0,53.2,159.5,590.0,31.2,74.5,18.55,6425.0,1515.5,275.15,572.1,61.65,78.5,1583.0,1775.0,86.85,701.0,13.68,590.0,1285.05,2004.15,16.25,1023.05,1508.0,1961.4,4050.0,3005.95,3235.1,1007.65,383.3,74.5,1239.0,586.6,272.95,1122.0,4350.0,396.85,1934.05,766.45,565.95,147.5,820.2,1010.8,286.75,6.53,77.0,1.68,691.0,641.65,2450.0,1310.05,88.05,77.9,1731.3,497.5,43006.6,1415.35,2279.9,302.05,158.8
2022-12-22,934.35,178.1,87.25,35.0,178.1,124.45,131.95,1620.0,898.3,1830.0,53.7,165.0,595.2,33.7,81.45,19.9,6560.0,1580.05,283.75,580.0,63.95,80.75,1620.0,1854.05,89.0,714.6,13.03,595.2,1360.05,2070.05,16.75,1042.0,1517.55,1981.0,4105.05,3020.05,3288.0,1030.55,389.35,81.45,1152.0,607.95,273.15,1137.65,4438.95,404.0,2049.95,755.0,566.85,155.0,836.15,1019.5,295.05,6.08,77.25,1.7,747.45,698.95,2481.2,1364.05,92.1,80.5,1740.0,515.0,43200.05,1490.05,2303.05,325.05,164.8
2022-12-21,954.6,184.25,88.65,35.1,181.0,132.2,136.75,1642.0,922.95,1864.95,56.0,170.05,604.65,31.4,84.2,21.4,6690.0,1620.0,291.7,595.25,66.35,84.0,1642.0,1899.05,91.7,720.95,13.21,604.65,1380.05,2155.0,18.5,1035.0,1513.0,1955.25,4225.0,3026.0,3249.0,1028.05,390.25,84.2,1151.1,578.85,260.6,1091.05,4376.0,385.5,1982.1,725.55,553.0,141.95,856.0,989.05,309.0,5.85,80.0,1.7,781.95,681.35,2508.5,1418.95,94.8,81.55,1753.9,513.95,43799.95,1584.8,2315.05,325.5,153.95
2022-12-20,946.2,182.5,91.0,36.05,193.8,134.0,137.1,1621.0,909.75,1850.0,55.9,167.8,603.5,33.1,85.25,21.35,6678.65,1618.85,287.85,595.0,67.5,86.1,1621.0,1890.0,93.0,703.45,12.89,603.5,1397.95,2179.9,19.3,1023.55,1504.0,1929.95,4170.55,3004.95,3201.0,1025.0,389.05,85.25,1214.95,571.05,263.5,1093.0,4397.95,397.4,2042.05,731.9,552.05,138.8,874.0,985.05,309.65,5.52,80.05,1.75,780.0,674.95,2520.0,1424.0,95.55,82.2,1765.85,502.5,43927.75,1587.95,2324.95,331.0,153.8
2022-12-19,933.4,182.2,91.95,37.35,189.55,132.3,136.8,1640.65,907.2,1835.05,56.8,165.1,608.3,36.8,85.05,21.25,6596.9,1590.05,286.5,598.75,69.4,82.8,1640.65,1886.05,92.0,707.15,12.55,608.3,1371.6,2179.95,17.85,1027.1,1515.0,1919.6,4100.35,3031.25,3234.0,1020.0,389.85,85.05,1195.1,584.0,266.15,1089.4,4316.05,407.55,2110.0,722.05,571.25,141.0,890.05,982.05,301.05,5.15,83.05,1.71,823.0,680.55,2475.05,1394.1,95.2,82.95,1756.0,512.0,42890.0,1582.65,2314.8,332.05,152.1
2022-12-16,933.1,184.0,94.0,38.85,196.95,133.2,137.85,1620.0,909.65,1864.5,59.2,167.8,612.8,36.35,89.3,22.2,6580.0,1593.0,288.35,596.25,69.3,84.0,1620.0,1907.95,93.0,706.05,12.63,612.8,1389.8,2218.95,18.1,1030.0,1529.8,1940.0,4088.0,3030.0,3280.0,1015.0,393.0,89.3,1180.05,584.9,270.95,1095.25,4459.85,392.4,2045.05,742.05,570.2,138.35,911.95,995.0,304.25,5.2,82.0,1.75,763.95,696.0,2510.0,1430.0,97.0,83.65,1784.0,528.95,43846.0,1509.95,2380.0,335.2,160.15
2022-12-15,937.55,191.6,100.1,39.75,203.5,138.55,136.8,1652.1,916.8,1882.8,59.05,167.45,625.0,32.65,94.1,21.95,6652.0,1622.55,294.45,598.65,70.0,85.4,1652.1,1900.0,92.55,676.3,12.9,625.0,1378.25,2289.95,19.0,1054.95,1567.0,1993.6,4175.05,3093.0,3364.0,1064.45,400.0,94.1,1207.95,591.05,272.05,1111.65,4503.0,402.0,2055.0,760.45,571.0,134.6,870.05,1000.6,316.3,5.8,83.85,1.75,739.0,722.0,2589.85,1458.85,98.0,84.05,1810.05,520.3,45222.6,1457.15,2417.4,332.65,160.4
2022-12-14,945.0,194.5,102.0,40.25,197.95,139.75,137.5,1651.55,935.5,1868.1,60.3,159.0,619.4,30.6,94.2,24.15,6660.0,1613.05,292.95,599.75,67.65,83.9,1651.55,1897.7,92.8,657.25,12.54,619.4,1374.95,2279.95,17.8,1042.05,1578.0,2002.0,4162.4,3114.95,3341.0,1047.2,400.3,94.2,1201.05,597.45,267.05,1110.35,4411.05,383.95,2040.6,739.05,570.05,140.0,860.05,994.1,314.1,5.75,85.35,1.7,714.65,690.0,2598.15,1448.95,96.85,84.7,1819.95,526.95,46700.0,1415.05,2345.0,335.85,163.65
2022-12-13,942.4,190.7,98.75,33.95,194.9,136.6,134.05,1652.0,931.0,1867.0,58.75,155.25,614.4,24.5,88.3,21.55,6507.0,1602.0,291.3,583.15,66.8,83.1,1652.0,1899.0,93.0,663.0,12.0,614.4,1356.05,2227.0,16.2,1031.0,1548.0,1999.2,4050.75,3052.55,3280.2,1044.95,399.0,88.3,1216.5,594.95,271.2,1097.05,4454.0,378.0,2061.0,751.8,580.0,138.05,858.0,985.0,313.45,5.48,87.05,1.65,710.0,681.7,2608.75,1447.1,97.8,82.9,1830.0,514.5,46201.0,1440.5,2345.0,339.9,165.0
2022-12-12,928.55,188.2,94.25,33.0,195.35,137.2,133.7,1621.05,922.3,1856.3,56.65,151.7,615.85,23.35,83.65,19.9,6496.05,1585.0,290.0,598.1,67.15,81.35,1621.05,1871.0,91.05,666.0,11.91,615.85,1334.6,2220.65,16.2,1026.0,1557.0,1998.0,4000.0,3032.05,3250.0,1035.95,393.5,83.65,1243.9,600.45,272.35,1106.95,4399.1,386.8,2051.1,749.75,573.95,138.05,842.05,993.05,313.45,5.22,84.9,1.7,723.85,672.15,2614.2,1458.0,95.65,82.0,1790.05,512.05,46400.0,1465.85,2365.0,334.35,164.55
2022-12-09,943.5,188.7,101.8,33.0,196.15,135.25,136.75,1624.0,932.0,1908.0,58.05,153.55,614.0,24.2,89.3,17.75,6619.75,1620.0,282.1,606.6,68.8,84.9,1624.0,1944.85,94.05,665.0,12.19,614.0,1340.0,2250.05,16.8,1077.0,1625.0,2077.5,4014.75,3129.95,3366.0,1071.5,404.6,89.3,1234.3,602.85,275.15,1107.15,4355.35,394.05,2041.0,755.0,573.7,141.7,872.0,980.8,313.25,4.81,87.45,1.65,728.55,671.55,2593.05,1477.95,100.6,83.9,1822.75,529.35,46000.05,1515.9,2399.95,337.25,168.8
2022-12-08,917.65,176.65,93.25,28.5,191.05,129.7,133.05,1611.05,926.6,1908.0,55.5,152.6,610.0,22.65,86.45,17.45,6630.05,1604.05,294.8,609.3,67.65,83.45,1611.05,1970.0,94.0,669.1,12.38,610.0,1342.0,2325.35,16.7,1110.2,1605.05,2076.0,3972.0,3110.05,3374.0,1080.0,406.5,86.45,1245.1,590.25,275.6,1111.0,4362.4,397.4,2033.0,766.5,572.4,143.75,880.05,1015.0,309.0,4.61,88.55,1.7,704.75,672.3,2596.2,1468.0,100.5,83.6,1808.25,544.95,46197.45,1544.0,2370.1,346.75,170.1
2022-12-07,903.95,175.2,92.35,26.3,197.3,133.45,134.75,1610.0,925.0,1937.95,55.65,153.6,610.1,21.2,88.2,17.5,6737.85,1635.0,298.25,600.15,68.5,84.0,1610.0,1898.0,94.0,673.95,12.52,610.1,1334.95,2310.0,16.6,1110.15,1612.95,2089.0,4036.05,3132.95,3367.0,1087.5,408.5,88.2,1221.55,588.05,275.15,1109.6,4374.0,397.6,2013.45,763.05,582.3,141.5,893.05,1033.25,313.0,4.99,89.55,1.71,727.0,699.1,2619.55,1479.65,102.0,84.85,1826.05,540.05,46977.8,1531.35,2384.05,349.25,163.05
2022-12-06,896.1,172.5,87.25,25.75,195.75,131.55,137.4,1600.25,925.25,1916.55,55.2,154.8,614.7,20.4,83.0,17.4,6665.0,1625.1,299.55,606.9,70.05,85.25,1600.25,1896.0,92.75,667.25,12.0,614.7,1290.1,2300.05,17.2,1116.05,1621.0,2129.85,4023.05,3169.9,3400.0,1085.55,409.8,83.0,1272.0,596.05,279.95,1110.1,4442.05,393.75,2020.05,762.05,586.15,146.95,897.0,1037.0,315.35,5.11,89.0,1.71,732.15,696.7,2606.15,1474.95,101.8,85.65,1816.0,538.0,47500.0,1580.0,2396.0,353.05,161.75
2022-12-05,905.05,171.25,84.6,25.75,192.0,136.65,133.3,1607.0,936.55,1940.0,54.2,153.0,605.05,20.3,81.8,17.5,6670.0,1645.15,288.9,612.05,68.35,83.5,1607.0,1889.0,92.25,666.0,11.91,605.05,1300.95,2335.05,16.25,1134.65,1634.5,2173.25,4045.0,3222.0,3424.0,1115.05,412.5,81.8,1252.25,595.05,283.1,1106.6,4520.0,395.2,1991.05,775.0,583.15,138.6,860.55,1036.05,317.25,5.21,85.0,1.8,728.95,690.05,2621.05,1469.0,99.7,85.6,1822.35,546.6,47501.0,1580.0,2405.0,344.5,162.5
2022-12-02,897.15,171.55,82.8,25.4,191.85,136.65,132.05,1610.35,929.05,1912.05,53.2,153.25,608.0,20.5,80.7,17.3,6720.0,1630.0,280.2,598.15,66.2,82.5,1610.35,1869.0,88.3,666.55,12.09,608.0,1292.95,2337.5,16.2,1130.05,1652.2,2149.0,4046.95,3133.05,3460.0,1101.0,414.7,80.7,1260.0,591.25,284.05,1124.0,4472.3,393.0,2021.65,765.05,579.05,137.1,865.15,1042.0,314.1,5.41,81.0,1.75,740.5,704.35,2642.75,1458.35,94.9,82.5,1799.85,550.0,47566.05,1364.1,2394.0,346.55,154.5
2022-12-01,905.0,167.75,82.75,24.55,190.0,132.95,132.0,1618.0,953.0,1951.0,51.55,154.0,607.5,19.7,82.4,17.25,6755.0,1632.0,289.0,586.6,67.95,82.5,1618.0,1865.0,87.4,666.55,11.9,607.5,1353.75,2364.95,16.2,1128.4,1652.0,2036.0,4040.0,3120.0,3421.0,1087.0,412.0,82.4,1239.6,593.0,283.2,1142.0,4475.05,394.2,2012.65,765.1,564.0,140.05,824.45,1050.15,314.05,5.64,81.05,1.75,769.95,699.65,2658.0,1479.95,94.4,82.3,1769.75,556.05,47350.0,1365.3,2367.05,349.0,150.4
2022-11-30,899.0,169.2,83.9,25.15,187.15,126.95,132.5,1597.0,947.9,1935.0,52.45,154.4,609.3,20.58,82.2,17.1,6725.0,1631.0,291.95,581.0,65.6,82.35,1597.0,1866.65,86.85,664.55,12.15,609.3,1284.75,2360.0,16.0,1129.95,1620.0,2000.05,3950.0,3120.0,3390.0,1075.5,407.0,82.2,1237.55,597.05,284.2,1121.25,4452.6,387.3,2010.05,750.85,563.9,137.05,821.2,1052.0,312.0,5.96,75.45,1.8,734.75,680.0,2613.75,1452.05,92.45,81.1,1719.5,563.5,47257.6,1335.85,2320.35,345.3,154.6
2022-11-29,891.7,168.4,81.35,25.65,191.85,125.8,133.35,1594.0,933.7,1928.15,53.35,149.5,609.95,20.63,79.1,17.15,6771.0,1649.0,282.0,580.0,66.45,82.5,1594.0,1867.0,89.0,663.2,12.27,609.95,1258.0,2345.05,16.0,1115.0,1618.9,1990.05,3950.0,3100.0,3380.25,1077.2,403.55,79.1,1248.55,598.55,281.4,1101.3,4401.15,394.15,2026.9,747.0,571.95,140.85,818.05,1030.65,315.0,6.28,75.45,1.79,715.0,683.8,2593.0,1431.2,94.0,81.45,1734.95,557.4,47318.85,1339.9,2324.0,340.15,158.95
2022-11-28,887.65,168.35,82.0,25.6,186.9,121.45,132.75,1606.4,925.0,1910.05,54.25,148.0,605.05,20.92,76.7,16.95,6746.35,1626.0,284.85,576.35,66.15,80.2,1606.4,1809.95,87.75,659.4,12.24,605.05,1285.0,2358.8,16.0,1121.05,1628.0,1988.9,3913.05,3056.0,3371.0,1075.0,402.2,76.7,1238.8,596.05,280.35,1100.0,4408.0,402.35,2001.2,716.2,563.05,136.05,817.3,1033.0,310.6,6.62,77.5,1.8,706.25,665.0,2589.0,1415.05,93.1,80.75,1732.9,561.7,46960.2,1318.0,2280.05,341.35,147.0
2022-11-25,881.0,170.7,82.0,25.25,184.15,120.1,133.4,1627.35,938.5,1950.0,51.55,142.0,610.1,20.74,79.0,16.95,6810.95,1635.0,283.75,597.45,65.0,78.05,1627.35,1795.0,82.45,661.05,12.32,610.1,1311.0,2411.0,15.7,1130.05,1629.8,1954.95,3865.05,3048.0,3378.0,1069.15,397.05,79.0,1220.05,591.3,275.05,1096.0,4414.0,417.6,2072.0,715.55,572.95,136.1,792.05,1032.1,305.55,6.94,81.0,1.78,668.95,662.5,2613.0,1439.95,92.45,80.15,1729.95,572.5,46950.0,1330.0,2270.0,332.55,150.4
2022-11-24,877.25,169.3,79.6,25.6,184.45,123.0,135.0,1604.0,927.9,1955.0,50.45,141.05,610.0,20.02,75.05,16.85,6800.0,1635.95,283.5,596.3,64.35,79.5,1604.0,1779.05,82.1,661.0,12.14,610.0,1334.05,2412.0,15.3,1097.05,1588.0,1916.95,3853.05,3055.1,3315.0,1047.1,389.2,75.05,1230.75,609.0,283.1,1109.05,4416.05,385.0,2030.6,719.0,574.95,136.8,789.2,1018.05,306.0,7.24,80.2,1.8,715.05,679.0,2619.95,1406.05,94.45,81.45,1694.55,552.25,47350.0,1299.95,2287.05,329.1,143.0
2022-11-23,871.35,167.9,80.55,26.95,183.2,122.9,132.25,1608.9,927.8,1952.9,48.55,142.0,603.0,20.95,76.35,17.0,6718.0,1658.75,283.7,580.05,59.05,79.2,1608.9,1791.0,81.4,666.45,12.17,603.0,1354.95,2335.05,15.4,1110.0,1592.0,1927.05,3861.3,3093.85,3330.0,1058.0,390.25,76.35,1224.35,615.8,280.5,1108.05,4395.95,381.5,2043.1,723.9,569.2,136.1,795.15,1015.0,309.15,7.71,80.5,1.8,727.05,679.0,2615.0,1410.0,90.1,80.0,1703.2,543.25,46975.15,1288.9,2291.6,329.0,131.25
2022-11-22,875.4,162.2,78.2,26.2,184.0,116.25,132.05,1596.0,922.05,1955.0,47.8,143.5,598.05,19.3,76.3,16.65,6690.0,1636.0,279.4,580.05,60.0,77.3,1596.0,1825.0,80.45,668.65,12.37,598.05,1311.95,2337.2,15.75,1088.05,1567.2,1928.0,3876.05,3051.4,3272.0,1040.0,388.5,76.3,1231.65,629.0,283.4,1101.05,4351.35,380.0,2090.5,724.0,569.15,138.8,792.35,1000.05,308.05,8.09,78.1,1.73,735.0,654.9,2574.0,1383.0,90.6,80.05,1684.55,548.5,46716.5,1286.95,2252.0,335.0,136.5
2022-11-21,859.25,161.7,75.0,23.55,182.65,118.25,132.85,1606.55,912.35,1957.9,45.6,143.15,602.0,15.79,74.45,16.8,6773.95,1659.95,275.0,581.05,58.05,77.05,1606.55,1850.0,80.2,677.9,12.24,602.0,1261.15,2360.55,15.65,1100.0,1589.5,1940.0,3887.0,3064.0,3330.0,1059.2,393.05,74.45,1220.0,617.05,293.3,1104.95,4370.0,363.6,2149.9,716.0,573.45,137.45,790.0,1008.4,302.0,7.75,78.5,1.74,745.45,654.9,2552.0,1375.05,91.2,81.0,1683.25,559.15,46090.75,1348.0,2275.0,335.0,135.5
2022-11-18,859.7,164.4,74.45,23.1,186.55,120.05,134.95,1620.2,919.0,1967.75,44.35,145.85,600.25,15.1,70.9,17.0,6892.45,1665.0,282.35,600.4,58.2,77.3,1620.2,1821.0,81.1,683.25,12.29,600.25,1278.0,2354.15,15.75,1095.0,1592.0,1988.95,3934.6,3086.0,3346.0,1059.0,397.0,70.9,1269.4,635.0,286.15,1121.05,4450.0,356.25,2032.1,730.5,575.8,136.0,802.05,1015.0,310.0,7.45,73.1,1.75,728.8,661.05,2584.9,1413.95,92.5,82.75,1713.15,540.2,46120.0,1328.95,2335.05,330.05,134.35
2022-11-17,854.05,162.6,73.55,22.4,188.55,121.35,133.15,1616.0,913.0,1965.65,44.05,142.05,598.1,14.92,66.8,17.05,6886.95,1680.0,281.9,602.4,58.7,78.5,1616.0,1846.95,82.15,685.95,12.33,598.1,1236.0,2321.85,15.9,1097.0,1595.0,2003.05,4145.95,3051.05,3343.0,1058.0,398.15,66.8,1273.1,630.0,284.2,1122.4,4477.65,351.15,2063.0,736.15,582.0,139.2,808.1,1018.7,316.15,7.15,76.3,1.75,750.0,675.05,2630.1,1406.5,92.05,82.9,1712.05,547.2,46299.95,1288.45,2373.95,337.0,133.4
